M57464_s_at,293,192,73,111,32,38,52,161,108,315,331,57,131,123,231,277,176,186,119,188,67,99,73,25,22,77,690,287,96,130,26,20,308,268,262,210,175,41,206,121,128,78,165,68,109,84,257,281,307,303,283,292,265,94,20,63,102,126,119,62,119,55,88,88,62,66,83,75,65,,2.1989432194,-5.746231783,3.2718750646,4.1680721467,-2.1989432194,-12.0875284368,1.3586486151,2.5439880631,5.6564947935,12.0875284368,15.4759311028,25.6303437216,-3.2718750646,-1.3586486151,-15.4759311028,0.9992619078,-4.1680721467,-2.5439880631,-25.6303437216,-0.9992619078
X67155_at,110,98,90,112,99,109,118,185,135,221,160,131,113,143,160,166,110,127,132,100,131,143,88,96,57,117,112,176,156,131,67,66,118,147,144,128,177,134,129,130,113,129,123,115,127,118,137,115,124,148,145,131,132,121,91,87,119,125,132,76,92,65,88,76,69,76,77,79,67,,0.7371438656,-1.0098601653,2.9866803972,9.1422020813,-0.7371438656,-2.1695162458,2.9323989158,14.7529157911,0.9484109348,2.1695162458,3.9740734115,12.388326375,-2.9866803972,-2.9323989158,-3.9740734115,3.4153916216,-9.1422020813,-14.7529157911,-12.388326375,-3.4153916216
L23333_s_at,412,280,192,193,155,178,192,173,146,233,121,165,87,67,115,136,215,271,147,140,108,94,106,161,86,175,641,297,152,183,97,65,265,209,289,278,199,149,180,199,158,134,172,142,187,165,226,291,294,279,302,284,312,155,113,152,227,242,210,302,212,156,220,158,158,167,155,159,156,,1.2297111417,-5.0511978765,-0.42984106,1.7644161341,-1.2297111417,-8.6705307546,-1.7223928757,0.7219790283,4.8318252526,8.6705307546,4.179150971,11.7411336663,0.42984106,1.7223928757,-4.179150971,2.286502024,-1.7644161341,-0.7219790283,-11.7411336663,-2.286502024
U23143_at,152,127,140,153,75,90,41,86,24,102,98,38,48,95,73,276,118,107,104,94,93,97,66,40,51,87,171,94,72,59,50,46,171,96,88,156,175,73,99,111,87,64,108,98,71,58,95,101,83,85,85,90,88,81,39,192,65,79,63,66,58,50,150,56,56,58,55,60,48,,1.1344017347,1.0473432333,0.8013675209,5.2971077263,-1.1344017347,-0.5078427797,0.0570001656,3.6093143016,-1.0335702532,0.5078427797,0.3405301378,11.5637354717,-0.8013675209,-0.0570001656,-0.3405301378,1.8726671525,-5.2971077263,-3.6093143016,-11.5637354717,-1.8726671525
X59892_at,296,229,196,195,162,162,201,225,225,286,257,177,232,242,206,306,239,232,195,228,174,236,407,597,367,198,352,334,229,264,505,324,318,299,255,255,241,217,263,319,238,239,267,244,269,254,324,290,318,330,293,249,272,208,163,163,209,198,204,224,230,156,170,154,144,172,161,165,132,,0.1876872063,-1.8683801871,4.3492171202,7.1362985439,-0.1876872063,-2.2701030734,5.0200760634,8.7038332646,1.7580318895,2.2701030734,7.3782162015,11.1876491944,-4.3492171202,-5.0200760634,-7.3782162015,3.6111901691,-7.1362985439,-8.7038332646,-11.1876491944,-3.6111901691
U87964_at,132,72,53,59,55,59,66,170,265,177,174,151,157,236,132,220,79,80,81,175,157,197,83,102,160,82,219,123,166,80,72,99,102,103,127,99,86,94,104,100,64,98,80,79,90,100,79,71,68,77,80,68,73,40,31,38,48,46,63,40,62,44,42,44,39,34,40,50,41,,3.621394467,5.6346810642,8.3929771112,9.1144766892,-3.621394467,2.4769501652,6.9132743789,8.2277527011,-5.5972590928,-2.4769501652,7.5948174568,11.1836659748,-8.3929771112,-6.9132743789,-7.5948174568,1.0475287232,-9.1144766892,-8.2277527011,-11.1836659748,-1.0475287232
X98085_at,505,327,241,299,260,271,211,233,149,303,132,159,155,81,179,218,293,360,202,177,158,164,131,88,171,247,452,450,161,286,82,187,359,376,364,379,316,238,316,343,257,297,310,273,268,286,359,313,367,334,319,308,321,205,162,211,271,278,184,225,261,235,228,202,223,237,206,222,232,,-2.0912641429,-4.512912841,1.0735687201,1.557201237,2.0912641429,-2.9134928858,3.9903518465,5.6524446919,4.3696624655,2.9134928858,7.192806957,10.7048572155,-1.0735687201,-3.9903518465,-7.192806957,0.4323307108,-1.557201237,-5.6524446919,-10.7048572155,-0.4323307108
X95826_at,70,66,58,43,45,44,60,75,64,119,114,57,92,76,58,94,78,71,86,61,52,79,71,74,66,69,118,97,73,93,57,56,73,133,105,82,79,75,93,74,114,77,86,99,99,112,88,83,110,102,82,79,85,62,38,37,52,45,61,60,51,38,38,41,36,42,38,48,40,,-2.6154459213,-2.7031977062,5.9410904345,9.314706655,2.6154459213,0.6134216611,6.7407500182,8.5651786551,2.437992564,-0.6134216611,7.6159916542,10.4427394603,-5.9410904345,-6.7407500182,-7.6159916542,2.0023998409,-9.314706655,-8.5651786551,-10.4427394603,-2.0023998409
U51432_at,539,327,313,311,312,295,447,683,597,219,419,327,814,760,594,918,348,400,275,598,513,635,446,416,475,277,439,103,385,277,412,382,420,497,102,458,441,281,198,206,191,400,357,270,453,404,394,347,398,423,425,459,366,304,287,281,296,329,334,275,263,262,222,218,219,231,222,271,221,,2.0864468607,0.8160929522,4.6551281785,6.606944952,-2.0864468607,-1.8191546731,1.0003243959,2.3856341247,-0.7911188659,1.8191546731,6.5545444111,10.3358705678,-4.6551281785,-1.0003243959,-6.5545444111,4.0977196964,-6.606944952,-2.3856341247,-10.3358705678,-4.0977196964
U61145_at,133,86,140,164,320,156,139,181,223,277,73,280,280,143,93,166,52,80,119,147,140,338,135,249,383,97,111,74,283,57,190,180,91,68,65,118,141,90,113,43,50,46,49,22,21,20,65,50,68,59,63,77,55,47,35,74,80,149,62,52,71,23,62,22,22,28,30,23,20,,8.3817547203,6.9029171757,5.3365381854,9.7922781832,-8.3817547203,-4.2232753054,-2.4549108577,2.1025610343,-6.8434471723,4.2232753054,-0.2707588823,10.3025945134,-5.3365381854,2.4549108577,0.2707588823,3.7730251675,-9.7922781832,-2.1025610343,-10.3025945134,-3.7730251675
