U33818_at,147,96,77,115,77,94,116,47,68,92,38,65,91,43,136,200,93,76,73,77,110,47,52,20,20,70,62,76,97,53,35,43,163,27,91,61,66,56,107,20,48,31,49,29,26,44,134,149,144,177,186,167,129,58,60,73,113,155,96,99,118,80,141,86,137,119,108,115,164,,5.7612180041,-8.2271094613,-1.6885447257,-3.4099462394,-5.7612180041,-12.8284862407,-5.6814099778,-7.3645494338,7.3938631468,12.8284862407,4.2094740019,2.4662840948,1.6885447257,5.6814099778,-4.2094740019,-1.4775722091,3.4099462394,7.3645494338,-2.4662840948,1.4775722091
M57464_s_at,293,192,73,111,32,38,52,161,108,315,331,57,131,123,231,277,176,186,119,188,67,99,73,25,22,77,690,287,96,130,26,20,308,268,262,210,175,41,206,121,128,78,165,68,109,84,257,281,307,303,283,292,265,94,20,63,102,126,119,62,119,55,88,88,62,66,83,75,65,,2.1989432194,-5.746231783,3.2718750646,4.1680721467,-2.1989432194,-12.0875284368,1.3586486151,2.5439880631,5.6564947935,12.0875284368,15.4759311028,25.6303437216,-3.2718750646,-1.3586486151,-15.4759311028,0.9992619078,-4.1680721467,-2.5439880631,-25.6303437216,-0.9992619078
D42041_at,178,103,182,249,200,191,128,118,104,116,76,94,90,132,195,165,198,170,200,99,113,90,72,105,94,257,66,205,108,273,84,115,221,113,197,148,277,137,162,110,156,113,169,145,84,100,329,323,339,347,436,376,314,221,219,246,251,263,303,221,147,274,222,215,221,209,173,163,187,,1.5862200949,-12.4368236324,-5.3741659217,-3.3499102758,-1.5862200949,-11.3998737161,-6.2462733428,-4.5072084156,10.96587239,11.3998737161,5.5647118522,8.4326058467,5.3741659217,6.2462733428,-5.5647118522,2.554490268,3.3499102758,4.5072084156,-8.4326058467,-2.554490268
L06132_at,437,419,325,474,517,366,359,137,213,191,181,147,250,154,286,205,299,412,372,246,230,200,181,105,179,303,234,285,231,193,177,166,419,116,329,288,334,127,334,162,190,193,258,173,120,189,401,497,472,560,569,577,577,299,339,400,431,459,296,320,389,463,400,512,467,433,467,354,402,,3.6109388314,-9.3072931499,-4.2933864803,-6.0483031923,-3.6109388314,-11.2781939615,-7.7475134697,-9.2518292676,8.2846985042,11.2781939615,4.393168029,2.4158459461,4.2933864803,7.7475134697,-4.393168029,-1.9723425066,6.0483031923,9.2518292676,-2.4158459461,1.9723425066
M96954_s_at,196,215,163,130,113,123,114,51,56,67,36,40,55,45,115,85,64,99,125,55,75,35,56,21,47,137,187,68,71,88,41,20,125,83,100,75,59,85,39,53,49,35,62,42,47,27,149,154,209,228,158,188,197,78,100,151,258,239,148,160,174,120,186,174,149,146,140,125,108,,4.6580079384,-7.9023464335,-3.8649924445,-4.53579124,-4.6580079384,-11.2469468175,-6.3154071029,-9.3827785058,7.0345429114,11.2469468175,1.0288462943,2.9223307414,3.8649924445,6.3154071029,-1.0288462943,1.0473801847,4.53579124,9.3827785058,-2.9223307414,-1.0473801847
L34587_at,211,240,282,282,145,264,239,43,51,62,118,116,124,108,200,104,130,107,171,111,70,123,51,28,20,152,127,122,49,70,48,58,287,66,187,218,134,112,171,47,78,30,55,87,30,34,167,215,173,180,192,218,163,103,109,203,237,214,87,114,220,220,248,209,200,165,193,162,165,,5.4600190716,-3.8074734115,-1.791253283,-3.3071963033,-5.4600190716,-11.1199061054,-5.6407138548,-10.7299521652,3.616812825,11.1199061054,0.519950446,0.3784031779,1.791253283,5.6407138548,-0.519950446,-0.3126784291,3.3071963033,10.7299521652,-0.3784031779,0.3126784291
J03191_at,338,198,197,365,195,73,64,130,96,269,20,133,90,135,878,223,365,367,181,305,219,28,20,20,113,122,274,176,237,155,20,51,309,112,106,196,309,20,126,30,112,121,320,20,47,105,721,1132,924,881,754,1029,739,154,73,416,605,458,120,306,237,353,580,375,246,257,292,259,263,,1.6882023629,-12.5238364766,-2.25998134,-3.0380054664,-1.6882023629,-10.9261363606,-3.1545396633,-4.0185745593,10.8092584218,10.9261363606,6.5989146423,9.5919793426,2.25998134,3.1545396633,-6.5989146423,0.7757354445,3.0380054664,4.0185745593,-9.5919793426,-0.7757354445
X99325_at,465,398,237,407,210,242,361,344,140,159,62,129,88,94,195,175,291,310,238,251,217,148,228,67,87,249,153,275,216,226,145,82,131,268,274,250,341,240,160,113,101,88,133,146,98,93,267,280,233,329,231,302,282,134,154,205,298,247,208,215,255,181,209,186,179,162,186,193,158,,6.131386094,-2.8744614044,0.3968546355,2.4980948511,-6.131386094,-10.501697528,-5.7906028831,-6.6717271126,2.6885061757,10.501697528,3.170124203,6.7020572524,-0.3968546355,5.7906028831,-3.170124203,2.0386715453,-2.4980948511,6.6717271126,-6.7020572524,-2.0386715453
HG1595-HT4788_s_at,421,257,313,437,219,174,118,112,49,177,27,63,118,70,269,217,263,294,157,125,139,53,65,50,20,141,164,242,96,182,53,66,342,169,249,243,331,112,157,48,123,20,141,43,20,30,328,281,378,397,396,404,282,226,306,390,424,535,320,249,270,457,317,237,195,184,219,180,179,,4.39899832,-7.3569275279,-4.9254177853,-1.3075831872,-4.39899832,-10.4150276814,-7.8758962312,-6.4941876105,6.6737634402,10.4150276814,0.0768456473,6.7217418623,4.9254177853,7.8758962312,-0.0768456473,4.5768464604,1.3075831872,6.4941876105,-6.7217418623,-4.5768464604
HG613-HT613_at,1117,778,550,585,522,478,577,193,157,331,334,199,267,233,311,982,412,502,371,440,165,770,305,92,90,372,1328,657,200,241,191,121,1054,1114,909,1163,406,282,1174,372,220,82,235,138,292,148,822,614,755,884,972,941,960,246,237,298,630,785,374,545,535,533,650,457,412,430,498,441,466,,4.4195030938,-4.8270552699,0.3531164277,1.0629468812,-4.4195030938,-10.2934399287,-3.8779317539,-6.0370088103,4.5035037905,10.2934399287,4.7705245053,7.8595325008,-0.3531164277,3.8779317539,-4.7705245053,0.5421064651,-1.0629468812,6.0370088103,-7.8595325008,-0.5421064651

