M31520_rna1_s_at,1184,861,549,805,506,533,535,310,138,561,349,252,529,371,412,812,454,449,293,412,167,220,406,57,104,286,1131,622,113,220,137,109,579,758,839,895,390,124,373,147,127,77,133,68,94,88,653,481,536,761,397,783,593,580,667,578,783,897,696,620,536,518,681,507,570,545,483,405,607,,7.4831093325,-2.2287181502,-3.3682881222,-1.1428735452,-7.4831093325,-9.0031929465,-14.2125740462,-13.2336211884,2.0251134283,9.0031929465,-0.842440652,1.3244400556,3.3682881222,14.2125740462,0.842440652,2.8905812572,1.1428735452,13.2336211884,-1.3244400556,-2.8905812572
D89667_at,478,366,248,287,205,251,289,74,154,78,60,95,131,48,191,39,157,172,108,83,135,97,846,732,20,172,225,58,149,117,1011,83,239,106,329,428,241,71,228,69,68,35,89,94,100,73,168,98,147,287,245,294,239,358,240,318,288,353,242,271,307,262,339,227,242,201,268,261,256,,4.2057651592,0.3458986499,-1.9270237107,-0.4646770918,-4.2057651592,-4.6234321731,-13.7436945348,-12.7055158292,-0.324678119,4.6234321731,-2.7586510038,-1.0464658223,1.9270237107,13.7436945348,2.7586510038,3.2031981597,0.4646770918,12.7055158292,1.0464658223,-3.2031981597
U14968_at,1519,1253,1176,1028,895,939,949,316,97,521,375,282,708,485,1516,964,778,906,572,930,348,214,474,199,210,497,1735,1086,326,423,407,288,1234,964,1627,1630,917,199,753,311,248,57,367,121,238,180,1088,1139,1018,1722,1320,1827,1562,993,728,936,1120,1124,1179,1091,1147,883,1177,806,889,841,779,867,928,,6.4806773956,-4.9148907738,-3.1441277635,-1.1568317269,-6.4806773956,-9.0438267559,-13.1881266369,-13.7139769389,4.3406767857,9.0438267559,2.6284137689,4.2693898984,3.1441277635,13.1881266369,-2.6284137689,3.5647843472,1.1568317269,13.7139769389,-4.2693898984,-3.5647843472
X13546_rna1_at,960,734,966,912,820,946,845,385,435,603,205,548,585,503,521,386,615,550,662,471,696,479,333,246,290,817,299,717,807,312,409,437,1056,355,1107,904,841,843,1099,93,232,125,190,80,80,181,734,433,750,550,520,740,463,477,519,636,585,622,482,474,496,484,551,464,341,314,419,411,332,,10.4395471627,0.5767123722,2.204361529,5.2877873468,-10.4395471627,-8.0010675089,-12.9639407871,-7.1686379992,-0.5205111212,8.0010675089,1.1776147104,3.7774070768,-2.204361529,12.9639407871,-1.1776147104,4.877692547,-5.2877873468,7.1686379992,-3.7774070768,-4.877692547
X16416_at,228,201,328,146,526,424,161,85,122,46,35,194,61,117,154,55,102,102,199,114,516,138,112,81,412,377,24,101,288,121,130,317,126,25,107,79,79,184,84,80,90,86,81,97,73,67,190,546,342,620,347,187,199,201,184,230,273,300,253,257,202,256,273,220,204,188,205,194,140,,4.1992531496,-2.9457832943,-2.9439405488,-0.8380895997,-4.1992531496,-3.9765517603,-12.9335840162,-9.2161072104,2.512101076,3.9765517603,1.543115849,2.3012305934,2.9439405488,12.9335840162,-1.543115849,3.1225405753,0.8380895997,9.2161072104,-2.3012305934,-3.1225405753
U80184_rna1_at,74,68,78,89,96,20,91,31,33,20,20,39,40,52,204,99,58,71,38,64,102,20,196,20,63,20,109,20,93,24,35,155,40,20,177,86,65,20,20,20,20,25,26,22,20,20,108,120,130,130,159,213,133,142,98,183,149,112,134,107,109,140,111,79,94,66,95,93,76,,5.5116866728,-5.5818460307,-5.4800660367,-1.9262468731,-5.5116866728,-9.0528665267,-12.8756131498,-12.444976294,4.9278008943,9.0528665267,0.8579873494,4.1177279825,5.4800660367,12.8756131498,-0.8579873494,4.6706626186,1.9262468731,12.444976294,-4.1177279825,-4.6706626186
U12465_at,1438,946,778,573,603,556,535,284,210,432,566,281,671,374,779,263,212,425,230,411,175,353,167,62,121,281,2172,520,182,310,120,99,861,182,979,414,192,107,460,249,243,100,246,155,253,154,614,829,691,1212,897,1399,1105,653,541,794,805,924,807,598,733,714,750,550,591,534,658,613,679,,3.9044032043,-4.4374140858,-3.5409654754,-1.9438049678,-3.9044032043,-6.9070908962,-12.50033699,-12.1381553522,3.9181843644,6.9070908962,2.0398587097,3.2526703564,3.5409654754,12.50033699,-2.0398587097,3.0032104227,1.9438049678,12.1381553522,-3.2526703564,-3.0032104227
X70649_at,331,258,300,296,195,247,283,89,50,309,49,109,1447,146,69,4108,170,283,169,115,131,297,69,101,130,288,135,240,172,125,122,109,173,72,627,198,181,141,97,65,44,20,26,56,39,76,149,136,132,103,152,206,179,154,185,180,175,197,154,131,184,149,164,207,199,168,193,179,156,,2.5546111551,1.5708147953,1.4225788221,1.2676058317,-2.5546111551,-7.059041319,-12.0441750863,-12.3845198289,-1.5675270821,7.059041319,-1.1501007823,-2.1878644336,-1.4225788221,12.0441750863,1.1501007823,-1.6006057503,-1.2676058317,12.3845198289,2.1878644336,1.6006057503
D00763_at,491,350,378,476,326,337,311,151,65,171,68,93,68,63,156,132,263,245,201,95,114,64,92,95,78,204,147,320,127,131,69,63,254,70,276,220,226,100,142,72,136,26,163,68,60,67,320,268,397,285,425,489,383,366,323,377,453,483,368,308,342,393,409,239,297,250,316,171,247,,3.8646845034,-5.7508240892,-7.6624101945,-2.4202815232,-3.8646845034,-8.0409995112,-11.9096063662,-6.1536477216,5.0947098682,8.0409995112,-0.4452879584,3.1007909081,7.6624101945,11.9096063662,0.4452879584,4.7683501694,2.4202815232,6.1536477216,-3.1007909081,-4.7683501694
X82103_at,145,162,127,155,118,132,67,97,79,108,56,51,84,94,190,180,112,111,110,123,126,94,87,57,80,114,57,104,115,82,75,136,118,63,110,101,95,125,67,34,53,38,65,60,20,25,147,142,187,116,209,180,234,116,153,149,168,147,140,119,143,136,170,125,132,111,125,106,114,,7.4283906436,-4.8524878296,-4.9852453745,-2.0066081724,-7.4283906436,-7.7843205994,-11.7542103818,-9.890452052,4.1515408688,7.7843205994,1.7826867983,3.406574966,4.9852453745,11.7542103818,-1.7826867983,3.6329123437,2.0066081724,9.890452052,-3.406574966,-3.6329123437
M86752_at,237,241,360,270,251,216,270,42,20,82,95,211,285,594,186,155,129,162,544,221,224,116,227,20,85,287,1315,272,231,111,147,176,413,43,180,279,176,221,159,20,20,20,20,51,20,21,226,128,270,393,592,565,471,318,368,223,303,311,341,328,244,174,184,190,192,159,143,139,138,,6.1198927697,-2.1432770854,-1.036986186,2.1438803024,-6.1198927697,-5.2843609462,-11.5985226911,-12.1743798397,1.872428131,5.2843609462,1.4046032425,3.2255605615,1.036986186,11.5985226911,-1.4046032425,5.0032669922,-2.1438803024,12.1743798397,-3.2255605615,-5.0032669922
U69126_s_at,270,368,487,382,446,377,448,158,212,272,179,368,293,248,251,368,234,494,407,281,365,366,127,243,285,366,709,303,335,296,273,515,339,250,273,224,250,301,303,176,216,117,207,167,117,151,334,236,381,544,283,585,381,376,400,346,394,504,430,379,369,391,386,383,363,305,400,368,392,,6.9592545655,-1.5112019989,-3.2625999239,-1.9488452822,-6.9592545655,-4.4575821534,-11.5307008328,-10.0156871635,1.2951166507,4.4575821534,-0.1084392583,0.4627401462,3.2625999239,11.5307008328,0.1084392583,1.485216986,1.9488452822,10.0156871635,-0.4627401462,-1.485216986

